월,일,시간(1h),시간(2h),시간(3h),시간(4h),시간(5h),시간(6h),시간(7h),시간(8h),시간(9h),시간(10h),시간(11h),시간(12h),시간(13h),시간(14h),시간(15h),시간(16h),시간(17h),시간(18h),시간(19h),시간(20h),시간(21h),시간(22h),시간(23h),시간(24h)
1,1,0,0,0,0,0,0,0,0,5.28,139.2,731.52,589.68,786.72,326.76,588.12,225.6,69.48,2.88,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0.24,57.36,224.88,413.4,758.52,1081.32,727.56,323.28,230.52,69.84,10.2,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0.24,57,319.8,703.8,1009.68,1203.84,1183.32,699.6,346.08,103.2,12.72,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0.24,57.36,275.88,573.84,855.36,941.88,891.36,595.2,402.72,94.08,9.24,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,50.28,152.88,359.88,634.56,643.68,488.64,316.92,299.52,64.92,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,46.44,369.6,796.56,1197.72,1388.04,1374.48,918.84,587.64,59.76,9.6,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,1.8,53.76,252.36,567.12,457.44,513.72,1276.68,741.12,229.8,63.72,5.64,0,0,0,0,0,0
1,8,0,0,0,0,0,0,0,0,64.2,254.64,510.84,831.72,964.2,905.64,674.04,363.6,117.96,7.68,0,0,0,0,0,0
1,9,0,0,0,0,0,0,0,0,42.12,254.04,544.68,565.08,654.96,950.52,776.52,392.76,123.24,12.96,0,0,0,0,0,0
1,10,0,0,0,0,0,0,0,0.24,70.92,311.4,681.72,1125.24,1285.8,1089,574.92,468.12,107.64,12.12,0,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,38.88,190.68,436.8,999.36,1217.52,1279.8,1007.4,532.32,125.52,17.28,0,0,0,0,0,0
1,12,0,0,0,0,0,0,0,0.48,61.44,404.76,860.16,1212.36,1271.16,1284.12,1059.96,511.2,142.44,15.12,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,50.64,300.72,485.4,997.8,1033.44,525.96,337.44,218.76,91.56,6.72,0,0,0,0,0,0
1,14,0,0,0,0,0,0,0,0,6.12,28.68,56.52,90.6,72.72,65.04,64.68,36.96,13.44,0,0,0,0,0,0,0
1,15,0,0,0,0,0,0,0,0.12,56.52,322.92,344.52,841.08,1069.32,1144.44,974.88,442.32,167.52,20.28,0,0,0,0,0,0
1,16,0,0,0,0,0,0,0,0,7.56,29.64,41.76,49.8,132.84,49.08,88.92,88.68,33.12,1.2,0,0,0,0,0,0
1,17,0,0,0,0,0,0,0,0.48,52.44,445.56,924.36,1323.6,1331.28,1235.52,1149.84,637.8,206.04,17.04,0,0,0,0,0,0
1,18,0,0,0,0,0,0,0,0.84,26.28,362.64,888.24,1266.72,1301.04,809.28,166.2,69,30.6,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,0.12,60.36,192.6,489.96,1203.96,1185.6,727.2,346.2,304.08,94.08,17.88,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,0.84,71.16,284.4,705.84,896.16,1273.08,1211.88,829.56,272.28,150.84,19.56,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0,18.24,15,43.8,88.8,141.48,172.68,127.56,42.12,18.72,0.72,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,0,29.04,76.68,353.28,998.76,954.12,830.4,985.08,515.4,116.64,17.16,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,0.96,75.24,412.2,874.08,985.32,1177.44,1223.88,1167.36,737.88,273.48,20.88,0,0,0,0,0,0
1,24,0,0,0,0,0,0,0,1.44,81.36,189.6,396.72,869.28,1177.2,1153.56,1042.32,630.36,249,28.92,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0.96,22.32,104.04,226.08,160.68,235.44,247.2,142.44,54.6,19.08,0.12,0,0,0,0,0,0
1,26,0,0,0,0,0,0,0,0,2.4,25.8,23.64,56.4,49.2,45.24,25.2,21.36,17.16,0.12,0,0,0,0,0,0
1,27,0,0,0,0,0,0,0,0,85.2,469.08,934.56,1108.68,987.36,508.92,256.32,170.88,123.72,22.92,0,0,0,0,0,0
1,28,0,0,0,0,0,0,0,0.12,39.36,148.44,342.96,942.12,1358.4,1347.48,1232.04,923.04,325.92,33,0,0,0,0,0,0
1,29,0,0,0,0,0,0,0,0,16.68,33.48,64.68,48.84,22.32,29.76,23.16,32.88,19.44,2.28,0,0,0,0,0,0
1,30,0,0,0,0,0,0,0,0,70.08,465.12,852,427.2,558.84,798,495.72,387.24,140.4,34.8,0,0,0,0,0,0
1,31,0,0,0,0,0,0,0,0,26.16,486.72,1034.52,1320.12,1411.56,1404.72,1281.72,1041.72,428.16,41.28,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,3.36,111.12,651,1137.12,1295.64,1328.88,1335.72,1241.88,1016.64,399.72,31.08,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,46.08,153.72,802.32,1237.68,1327.92,1278.24,1174.2,962.88,406.08,39.96,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,4.2,135.24,568.56,995.52,928.92,965.76,1060.2,1078.56,384.24,189.36,32.52,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0,6.36,64.32,248.28,252.12,324,456.72,598.92,214.92,80.88,26.4,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0.36,50.04,444.12,377.52,727.08,536.4,763.56,496.56,387.24,78.12,32.88,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0,1.2,50.04,213.6,406.2,738.84,396.72,319.8,383.28,294.36,142.08,63.6,0.12,0,0,0,0,0
2,7,0,0,0,0,0,0,0,0,12.72,76.56,298.56,763.92,800.4,265.2,293.16,267.24,142.44,39.36,0,0,0,0,0,0
2,8,0,0,0,0,0,0,0,0.24,63.24,292.8,914.4,873.6,912,782.52,795.6,463.92,455.88,39.6,0,0,0,0,0,0
2,9,0,0,0,0,0,0,0,3.24,152.4,783.48,1152.48,1292.28,1445.88,1419.12,1276.8,1061.64,422.76,97.32,0,0,0,0,0,0
2,10,0,0,0,0,0,0,0,3.6,85.2,301.68,704.04,975.84,1124.64,964.32,1040.16,628.92,255.36,51.72,0,0,0,0,0,0
2,11,0,0,0,0,0,0,0,7.68,104.76,436.92,721.56,742.8,439.56,829.8,887.64,650.4,316.44,56.04,0,0,0,0,0,0
2,12,0,0,0,0,0,0,0,6.96,202.92,718.56,1076.28,1279.8,1301.04,891.72,715.32,702,375.6,44.28,0.12,0,0,0,0,0
2,13,0,0,0,0,0,0,0,8.04,235.92,470.52,707.4,1127.52,1213.68,1257.84,1093.44,875.16,600.36,118.08,1.44,0,0,0,0,0
2,14,0,0,0,0,0,0,0,9.12,203.64,583.32,882.72,1074,1164.72,1163.4,1023.24,740.52,392.16,70.8,0.12,0,0,0,0,0
2,15,0,0,0,0,0,0,0,0,34.44,82.32,142.56,131.4,93,54.24,51.24,37.56,16.32,5.16,0,0,0,0,0,0
2,16,0,0,0,0,0,0,0,0,0.12,15.36,85.92,92.28,42.6,46.56,49.8,28.2,5.88,5.28,0,0,0,0,0,0
2,17,0,0,0,0,0,0,0,2.4,70.68,348.72,644.16,804.72,790.2,542.04,561.84,524.16,557.76,114.84,2.04,0,0,0,0,0
2,18,0,0,0,0,0,0,0,0,5.04,48.96,114.36,107.4,166.32,88.2,102.84,100.44,39.96,9.24,0,0,0,0,0,0
2,19,0,0,0,0,0,0,0,4.8,138.48,582.48,1014,1223.52,1272.24,1252.2,1170.72,937.32,599.4,168.12,4.32,0,0,0,0,0
2,20,0,0,0,0,0,0,0,16.56,278.04,682.56,966.48,1100.04,714.6,902.64,650.76,234.6,210.24,74.52,1.92,0,0,0,0,0
2,21,0,0,0,0,0,0,0,0.24,27.24,48,57.12,87.36,82.92,59.4,39.36,106.56,138.72,29.28,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0,6.6,51.6,80.52,276,752.04,1154.28,840.72,548.4,236.64,106.56,0.84,0,0,0,0,0
2,23,0,0,0,0,0,0,0,7.92,71.28,195.36,792,1063.8,1296.12,1309.08,1182.36,906.12,428.64,90.36,3.6,0,0,0,0,0
2,24,0,0,0,0,0,0,0,14.16,171.84,679.32,1002.48,1212.84,1312.44,1304.04,1172.4,945.12,632.52,220.08,5.88,0,0,0,0,0
2,25,0,0,0,0,0,0,0,21.6,117.72,194.64,260.88,266.52,473.4,510.36,287.28,227.28,118.68,47.16,1.56,0,0,0,0,0
2,26,0,0,0,0,0,0,0,3.84,28.56,94.08,194.76,688.8,960.6,1178.64,1172.16,1002.72,624.84,230.28,7.8,0,0,0,0,0
2,27,0,0,0,0,0,0,0,33.96,318.36,599.4,954.6,868.08,769.2,1022.52,794.88,616.56,294.36,50.88,2.04,0,0,0,0,0
2,28,0,0,0,0,0,0,0,12,118.32,169.8,139.92,267.24,354.12,239.64,130.8,119.28,84.72,33.36,0.24,0,0,0,0,0
3,1,0,0,0,0,0,0,0,6.96,80.52,69.36,496.68,605.28,762.96,776.04,527.76,624.48,405.24,170.64,7.56,0,0,0,0,0
3,2,0,0,0,0,0,0,0,65.88,425.28,823.08,1091.28,1252.44,1323.36,1319.52,1212.12,1005.72,689.16,216.48,8.76,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,12,53.88,81,112.08,468.48,660.24,948.24,900,439.92,111.48,0.48,0,0,0,0,0
3,4,0,0,0,0,0,0,0,42,393.12,528.24,803.64,1176.12,1203.96,1160.88,927.12,724.56,285.96,111.36,5.16,0,0,0,0,0
3,5,0,0,0,0,0,0,0,78,451.08,863.76,1146.12,1317.84,1143.72,893.76,888.24,419.64,178.32,94.08,7.68,0,0,0,0,0
3,6,0,0,0,0,0,0,0,47.88,263.88,442.56,764.64,790.32,753.12,1012.44,713.16,903.12,582.36,221.16,13.2,0,0,0,0,0
3,7,0,0,0,0,0,0,0,61.8,357.96,734.28,804.6,1218.12,1275.72,1296.72,1240.08,1050.48,716.64,309.96,20.76,0,0,0,0,0
3,8,0,0,0,0,0,0,0,76.68,400.8,784.68,1028.52,1165.44,1206.36,1220.76,1035.36,846.6,386.04,160.44,9.6,0,0,0,0,0
3,9,0,0,0,0,0,0,0,34.08,165.12,609.6,954.84,779.04,1023.12,1239.84,1153.68,891.84,539.76,200.64,11.4,0,0,0,0,0
3,10,0,0,0,0,0,0,0,52.56,137.28,383.04,689.04,963.48,895.92,1192.56,1020,756.48,519.36,200.88,10.8,0,0,0,0,0
3,11,0,0,0,0,0,0,0,96.6,470.4,854.88,1133.04,1243.32,1244.52,1175.88,952.2,878.16,543.72,193.44,11.88,0,0,0,0,0
3,12,0,0,0,0,0,0,0,110.76,479.28,833.4,1107.48,1270.08,1329.96,1291.44,1201.8,1014.12,664.2,226.2,14.64,0,0,0,0,0
3,13,0,0,0,0,0,0,0,40.32,184.2,229.68,204.48,356.64,256.44,176.28,136.56,186.48,171.84,22.44,0,0,0,0,0,0
3,14,0,0,0,0,0,0,0,80.04,318.48,561.36,776.4,1202.52,1194.6,1115.88,1003.2,490.8,227.52,78.6,6.36,0,0,0,0,0
3,15,0,0,0,0,0,0,0,91.92,400.68,522.84,819.36,1114.32,1091.4,761.4,631.92,620.88,355.44,115.44,8.64,0,0,0,0,0
3,16,0,0,0,0,0,0,0,64.32,298.68,448.32,907.8,1056.48,1133.4,1102.92,995.04,796.44,511.08,202.32,19.08,0,0,0,0,0
3,17,0,0,0,0,0,0,0,104.88,285.96,522.72,972.6,1123.56,1170.72,1112.76,868.2,607.08,220.2,55.92,2.04,0,0,0,0,0
3,18,0,0,0,0,0,0,0,0,19.92,36.6,29.52,42,80.04,113.28,38.52,16.56,26.04,9.24,0,0,0,0,0,0
3,19,0,0,0,0,0,0,0,9.24,152.88,159.72,436.68,663.72,1035.72,1113.12,1143.6,947.28,622.8,183,19.2,0,0,0,0,0
3,20,0,0,0,0,0,0,0,25.2,123.6,259.32,519.48,1022.64,1213.08,1190.64,1026.72,635.64,456.84,187.8,18.12,0,0,0,0,0
3,21,0,0,0,0,0,0,0.36,90.72,386.64,678.48,841.68,1058.28,1122.48,1067.52,948.72,722.64,427.68,150.84,12.84,0,0,0,0,0
3,22,0,0,0,0,0,0,0.72,78.48,308.28,658.32,947.04,1165.92,1293.12,1252.8,1149.6,933.6,619.8,247.92,25.32,0,0,0,0,0
3,23,0,0,0,0,0,0,3,150.6,538.56,903.12,1140.24,1320.24,1385.28,1361.52,1240.68,1022.28,687.6,282.6,33,0,0,0,0,0
3,24,0,0,0,0,0,0,2.52,146.4,527.4,886.32,1124.64,1273.8,1368.96,1345.56,1235.88,1026.12,712.56,321.72,36.36,0,0,0,0,0
3,25,0,0,0,0,0,0,3.84,170.28,557.28,917.64,1149.36,1268.52,1310.04,1307.4,1204.92,996.24,699.6,315.48,35.28,0,0,0,0,0
3,26,0,0,0,0,0,0,5.16,186.84,569.52,911.04,1154.64,1263.48,1325.88,1308.24,1206.96,1007.04,693.96,312.96,36,0,0,0,0,0
3,27,0,0,0,0,0,0,6.24,97.44,388.32,436.08,852.96,979.56,1050,932.28,875.64,656.52,438.72,320.16,46.08,0,0,0,0,0
3,28,0,0,0,0,0,0,3.36,52.44,121.44,195.48,604.44,961.44,1240.44,921.48,898.2,517.08,417.36,101.04,20.28,0,0,0,0,0
3,29,0,0,0,0,0,0,0,36.12,278.64,558.48,730.2,920.04,1058.16,991.2,848.28,608.76,392.76,159.72,28.56,0,0,0,0,0
3,30,0,0,0,0,0,0,2.52,74.04,255.6,724.68,983.76,1104,1149.96,1079.52,969.12,766.2,471.84,197.4,29.88,0,0,0,0,0
3,31,0,0,0,0,0,0,0,3.72,69.72,120.36,73.44,84.96,83.64,189.84,191.88,146.28,53.4,14.16,8.28,0,0,0,0,0
4,1,0,0,0,0,0,0,0,17.16,52.92,189.6,271.8,544.92,416.4,926.52,761.04,178.2,57.12,23.52,7.68,0,0,0,0,0
4,2,0,0,0,0,0,0,8.04,119.88,281.52,554.16,980.64,1098.84,1161,863.28,527.16,183.48,58.32,21.72,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,10.2,41.76,70.56,146.04,243.12,405.24,745.92,957.84,451.32,414,191.4,61.68,0,0,0,0,0
4,4,0,0,0,0,0,0,9.84,156.36,498.24,776.64,551.16,467.64,486,143.52,10.44,23.16,3.84,8.04,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,12.24,60.96,165.84,142.8,141.72,213.24,179.88,185.76,87.12,98.64,20.16,0.72,0,0,0,0,0
4,6,0,0,0,0,0,0,0,15.24,32.64,112.44,158.28,284.4,150.24,145.32,137.4,126.36,80.28,26.16,9.24,0,0,0,0,0
4,7,0,0,0,0,0,0,12.6,130.68,341.04,532.68,577.2,816,840.6,975.36,698.4,257.16,156.12,60.84,10.08,0,0,0,0,0
4,8,0,0,0,0,0,0,14.52,164.52,466.56,795.12,979.68,1176.6,1285.56,1237.08,992.88,363.36,397.56,170.52,55.8,0,0,0,0,0
4,9,0,0,0,0,0,0,13.92,140.52,438.6,772.92,922.68,1134.84,1212.96,1054.8,1007.04,775.68,511.56,203.4,26.52,0,0,0,0,0
4,10,0,0,0,0,0,0,16.56,177.96,497.16,819.36,1058.52,1184.88,1245.6,1216.68,1091.52,867.6,619.68,306.48,78.84,0,0,0,0,0
4,11,0,0,0,0,0,0,21.36,190.68,503.28,818.52,1051.08,1188.96,1214.64,1156.08,962.64,812.64,543.48,245.28,45.12,0,0,0,0,0
4,12,0,0,0,0,0,0,13.56,161.04,427.56,621.36,710.52,810.72,1013.88,484.8,368.52,123,58.56,36.96,0,0,0,0,0,0
4,13,0,0,0,0,0,0,3.96,115.2,261.96,392.28,269.88,244.92,549.36,314.64,280.44,75.24,89.52,34.32,9.96,0,0,0,0,0
4,14,0,0,0,0,0,0,26.64,225.48,564.24,880.2,1145.28,908.28,1265.04,1177.08,834.84,971.04,571.92,88.92,18.24,0,0,0,0,0
4,15,0,0,0,0,0,0,24.72,204.72,524.52,794.52,1020,1147.44,1188.24,1118.64,943.92,613.56,353.4,260.76,57.24,0,0,0,0,0
4,16,0,0,0,0,0,0,30.84,204.12,413.16,680.76,723.6,1034.52,565.08,790.32,659.64,143.52,27.96,83.76,66.36,0.12,0,0,0,0
4,17,0,0,0,0,0,0,27.24,250.56,621,923.76,1121.64,1226.28,1260.36,1152.24,908.28,733.8,649.56,309.84,47.16,0,0,0,0,0
4,18,0,0,0,0,0,0,26.4,160.68,392.76,781.56,958.8,632.64,578.28,444.24,331.8,171.48,110.52,48.48,10.44,0,0,0,0,0
4,19,0,0,0,0,0,0,0.84,56.4,48.24,75.36,84.12,115.08,197.4,202.2,137.88,109.08,102.36,48.36,13.2,0,0,0,0,0
4,20,0,0,0,0,0,0,0.72,11.88,29.88,51.48,69.36,151.92,122.64,120.36,54,73.2,60.36,58.44,13.32,0,0,0,0,0
4,21,0,0,0,0,0,0,34.92,228.96,576.12,873,1078.8,1202.04,1226.04,1231.68,1140.36,874.32,450.36,315.84,70.92,0,0,0,0,0
4,22,0,0,0,0,0,0,36.84,232.44,512.76,861.24,1053.96,1161.6,1242.72,1171.32,918.84,876.6,571.68,295.68,63.96,0.12,0,0,0,0
4,23,0,0,0,0,0,0,42.72,125.52,290.16,652.68,684.96,994.32,1119.24,779.64,647.16,868.08,630.24,318,61.08,0,0,0,0,0
4,24,0,0,0,0,0,0,35.76,196.92,398.04,531.12,634.92,778.92,879.72,868.8,884.52,778.32,507.12,283.44,58.32,0.12,0,0,0,0
4,25,0,0,0,0,0,0,40.08,270,616.2,912.96,1095.72,1224.96,1228.44,1216.32,1137.96,948.96,669.6,320.76,61.32,0.48,0,0,0,0
4,26,0,0,0,0,0,0,39.6,270.48,619.56,890.64,1071.84,1156.08,1200.84,1166.4,1050.6,866.16,599.4,286.32,63.24,0.24,0,0,0,0
4,27,0,0,0,0,0,0,36.84,252.96,536.28,785.28,1008.12,1175.16,1215.84,1227.36,1122,915.72,630.84,311.76,74.16,0.72,0,0,0,0
4,28,0,0,0,0,0,0,28.8,137.64,484.68,462.12,483,459.12,293.04,199.2,371.4,94.44,54.6,23.64,0.12,0,0,0,0,0
4,29,0,0,0,0,0,0,3.12,108.6,75.36,151.8,147.48,216.96,791.64,934.8,504.84,301.32,139.32,80.04,22.32,0.12,0,0,0,0
4,30,0,0,0,0,0,0,16.68,28.32,52.2,207.12,845.64,1036.2,1132.2,720.72,335.88,687.72,246.96,182.28,68.16,0.84,0,0,0,0
5,1,0,0,0,0,0,0,31.8,121.56,292.8,737.28,976.68,1099.32,1019.04,1070.16,1017.96,805.44,544.8,278.64,71.16,1.8,0,0,0,0
5,2,0,0,0,0,0,0,50.4,265.32,602.04,810.24,1093.56,1019.04,813.72,577.08,566.52,378.12,384.84,175.32,80.04,0.12,0,0,0,0
5,3,0,0,0,0,0,0,10.8,23.88,45,113.76,272.4,321.84,288.48,145.56,73.68,104.4,121.2,52.32,11.16,0.12,0,0,0,0
5,4,0,0,0,0,0,0,10.32,111.24,511.32,891.72,1126.92,1280.16,1330.2,1301.16,1162.8,820.44,487.92,316.56,124.2,2.76,0,0,0,0
5,5,0,0,0,0,0,0.24,76.8,357.36,690.24,967.08,1149.48,1242.48,1292.76,1268.52,1171.44,995.16,735.84,377.64,98.28,3.48,0,0,0,0
5,6,0,0,0,0,0,0,53.16,244.08,389.04,653.16,877.92,816.48,551.28,699.72,596.52,376.44,262.56,88.56,25.68,0,0,0,0,0
5,7,0,0,0,0,0,0.36,70.68,329.28,653.16,921.84,1096.8,1179.72,1241.64,1198.92,1081.56,951.24,692.16,363.24,91.32,3.24,0,0,0,0
5,8,0,0,0,0,0,0.48,77.28,315.24,614.04,865.32,1047.96,814.2,971.28,872.16,846,526.44,277.92,160.68,45.72,0,0,0,0,0
5,9,0,0,0,0,0,0,11.64,208.2,610.92,880.08,1078.92,1192.56,1236,1182.84,1059.96,919.68,655.92,349.44,99.72,4.2,0,0,0,0
5,10,0,0,0,0,0,0,34.08,134.16,408,831.36,1012.08,1139.28,1174.32,1141.32,1047.36,877.8,629.52,316.32,81.6,3.12,0,0,0,0
5,11,0,0,0,0,0,0,33.6,112.2,359.28,369.36,252.12,193.68,366.6,443.04,212.04,143.76,74.64,10.68,0,0,0,0,0,0
5,12,0,0,0,0,0,0,39.24,290.76,669.48,940.2,1119.36,1243.32,1220.4,1044.36,1141.44,957.72,677.4,356.52,98.76,4.92,0,0,0,0
5,13,0,0,0,0,0,1.2,74.04,316.08,640.56,883.44,1079.76,1239.84,1279.2,1240.08,1150.32,951.36,689.76,384.12,100.68,5.4,0,0,0,0
5,14,0,0,0,0,0,0,25.32,87.12,127.92,213.96,285,567.24,968.88,1059.6,1027.44,856.32,582.72,187.32,63.84,0.24,0,0,0,0
5,15,0,0,0,0,0,0,77.28,259.2,486,683.4,814.32,545.28,396.12,331.32,444.6,154.2,43.92,0,0,0,0,0,0,0
5,16,0,0,0,0,0,3.84,75.84,336,629.04,855.84,940.32,1118.52,1201.8,1265.52,1174.56,996.72,737.88,399.84,105,6.36,0,0,0,0
5,17,0,0,0,0,0,3,109.08,368.52,455.52,470.28,657,831.12,1032.84,888.6,872.52,594.24,393.6,290.52,91.32,2.28,0,0,0,0
5,18,0,0,0,0,0,0,9.36,26.4,99.24,211.68,246.12,215.52,193.92,271.2,209.52,99,143.88,43.44,45.48,0.84,0,0,0,0
5,19,0,0,0,0,0,0,12.72,68.64,123,248.16,639.84,961.32,1176.12,1153.44,1044.48,885.84,646.92,350.04,104.64,4.8,0,0,0,0
5,20,0,0,0,0,0,3.12,114.96,418.56,618.36,934.8,1140.48,1242.48,1283.88,1268.04,1172.76,992.76,724.56,398.4,107.52,6.24,0,0,0,0
5,21,0,0,0,0,0,3.96,90.72,350.04,661.68,938.4,1105.2,1173.72,1230.6,1231.68,1145.88,956.16,622.32,218.64,91.32,6.12,0,0,0,0
5,22,0,0,0,0,0,0.96,83.4,205.8,495.36,727.8,962.4,1060.2,1167.72,963.96,1006.92,781.08,386.64,172.8,76.8,3.24,0,0,0,0
5,23,0,0,0,0,0,0,10.08,52.68,63.48,143.64,304.68,708.24,720.72,966.12,939.36,786.72,452.4,361.56,99.12,11.16,0,0,0,0
